"","Y","date"
"1",1.79196072960206,2010-01-01 00:00:00
"2",1.69898769857284,2010-01-31 09:59:59
"3",1.56187545708804,2010-03-02 20:00:00
"4",1.66718683674533,2010-04-02 06:00:00
"5",1.81813357695344,2010-05-02 15:59:59
"6",1.93306890219776,2010-06-02 02:00:00
"7",1.98992889650083,2010-07-02 12:00:00
"8",1.92561159275056,2010-08-01 21:59:59
"9",1.99103691160742,2010-09-01 08:00:00
"10",2.0212961817623,2010-10-01 18:00:00
"11",2.05724054954088,2010-11-01 03:59:59
"12",2.24082445300583,2010-12-01 14:00:00
"13",2.16654647847453,2011-01-01 00:00:00
"14",2.16508851213395,2011-01-31 09:59:59
"15",2.28091618443218,2011-03-02 20:00:00
"16",2.27398236842678,2011-04-02 06:00:00
"17",2.26451067072077,2011-05-02 15:59:59
"18",2.25086225112994,2011-06-02 02:00:00
"19",2.19598509551561,2011-07-02 12:00:00
"20",2.22772185904779,2011-08-01 21:59:59
"21",2.23593078932884,2011-09-01 08:00:00
"22",2.2065449593721,2011-10-01 18:00:00
"23",2.2395298675297,2011-11-01 03:59:59
"24",2.15373022685905,2011-12-01 14:00:00
"25",2.12074956933448,2012-01-01 00:00:00
"26",2.31515579508929,2012-01-31 11:59:59
"27",2.2236704319149,2012-03-02 00:00:00
"28",2.26000275020879,2012-04-01 12:00:00
"29",2.20037756685149,2012-05-01 23:59:59
"30",2.16539496214143,2012-06-01 12:00:00
"31",2.16897778199236,2012-07-02 00:00:00
"32",2.16917888748939,2012-08-01 11:59:59
"33",2.27695998419592,2012-09-01 00:00:00
"34",2.32102997998614,2012-10-01 12:00:00
"35",2.32819214818337,2012-10-31 23:59:59
"36",2.34578015412336,2012-12-01 12:00:00
"37",2.33578742773296,2013-01-01 00:00:00
"38",2.33148935113413,2013-01-31 09:59:59
"39",2.50460323792108,2013-03-02 20:00:00
"40",2.37031174494766,2013-04-02 06:00:00
"41",2.31713612918834,2013-05-02 15:59:59
"42",2.31694999189754,2013-06-02 02:00:00
"43",2.30155392481388,2013-07-02 12:00:00
"44",2.29984946780915,2013-08-01 21:59:59
"45",2.33900921583156,2013-09-01 08:00:00
"46",2.33733042982608,2013-10-01 18:00:00
"47",2.37674639396405,2013-11-01 03:59:59
"48",2.40787443110544,2013-12-01 14:00:00
"49",2.34847395937772,2014-01-01 00:00:00
"50",2.25800403146717,2014-01-31 09:59:59
"51",2.21571966576996,2014-03-02 20:00:00
"52",2.11209029363986,2014-04-02 06:00:00
"53",2.03897549148042,2014-05-02 15:59:59
"54",1.93080749499049,2014-06-02 02:00:00
"55",1.87716306946962,2014-07-02 12:00:00
"56",1.93637422397968,2014-08-01 21:59:59
"57",2.05860774518273,2014-09-01 08:00:00
"58",2.06470379372727,2014-10-01 18:00:00
"59",2.1302087664711,2014-11-01 03:59:59
"60",2.08815052450394,2014-12-01 14:00:00
"61",1.90383743654986,2015-01-01 00:00:00
"62",2.0156716006186,2015-01-31 09:59:59
"63",1.93536179712854,2015-03-02 20:00:00
"64",1.94284484476379,2015-04-02 06:00:00
"65",1.90430855465784,2015-05-02 15:59:59
"66",1.91121057388503,2015-06-02 02:00:00
"67",1.9051660344886,2015-07-02 12:00:00
"68",1.85618833211341,2015-08-01 21:59:59
"69",1.83708871863011,2015-09-01 08:00:00
"70",1.78971645755336,2015-10-01 18:00:00
"71",1.68748149982119,2015-11-01 03:59:59
"72",1.60090121352856,2015-12-01 14:00:00
"73",1.48006796203625,2016-01-01 00:00:00
"74",1.39892890874834,2016-01-31 11:59:59
"75",1.38626014806004,2016-03-02 00:00:00
"76",1.39201657179481,2016-04-01 12:00:00
"77",1.46738965599396,2016-05-01 23:59:59
"78",1.55582647734127,2016-06-01 11:59:59
